order_id,user_id,status,created_at,returned_at,shipped_at,delivered_at,num_of_item
1385,1110,Cancelled,2023-11-22 07:55:00+00:00,,,,1
1392,1114,Cancelled,2022-01-04 16:03:00+00:00,,,,1
1421,1139,Cancelled,2023-09-28 17:22:00+00:00,,,,1
1450,1160,Cancelled,2022-02-13 09:25:00+00:00,,,,1
1456,1164,Cancelled,2024-01-15 05:54:03.740918+00:00,,,,1
1461,1167,Cancelled,2020-09-01 18:32:00+00:00,,,,2
1477,1176,Cancelled,2023-12-28 00:36:00+00:00,,,,1
1478,1176,Cancelled,2023-06-30 00:36:00+00:00,,,,1
1482,1180,Cancelled,2022-06-19 10:57:00+00:00,,,,2
1484,1182,Cancelled,2023-08-02 09:19:00+00:00,,,,2
1485,1183,Cancelled,2023-11-01 06:56:00+00:00,,,,1
1517,1210,Cancelled,2023-09-09 04:33:00+00:00,,,,1
1518,1211,Cancelled,2023-09-06 17:19:00+00:00,,,,1
1524,1215,Cancelled,2023-09-29 06:30:00+00:00,,,,1
1545,1235,Cancelled,2023-11-07 18:10:00+00:00,,,,2
1555,1243,Cancelled,2022-12-08 11:53:00+00:00,,,,1
1556,1244,Cancelled,2021-03-21 01:34:00+00:00,,,,1
1597,1278,Cancelled,2021-11-28 02:52:00+00:00,,,,1
1605,1284,Cancelled,2023-06-19 05:40:00+00:00,,,,4
1626,1306,Cancelled,2022-04-01 13:19:00+00:00,,,,1
1632,1309,Cancelled,2021-01-09 03:25:00+00:00,,,,2
1635,1312,Cancelled,2023-07-26 17:37:00+00:00,,,,4
1643,1320,Cancelled,2022-11-23 14:04:00+00:00,,,,2
1663,1336,Cancelled,2020-09-21 12:23:00+00:00,,,,2
1708,1375,Cancelled,2022-12-24 15:05:00+00:00,,,,1
1710,1376,Cancelled,2023-03-12 16:12:00+00:00,,,,1
1714,1379,Cancelled,2023-11-20 13:20:00+00:00,,,,1
1770,1433,Cancelled,2023-08-23 09:20:00+00:00,,,,1
1788,1447,Cancelled,2022-10-30 15:26:00+00:00,,,,1
1796,1452,Cancelled,2023-04-30 15:56:00+00:00,,,,3
1815,1468,Cancelled,2023-10-09 10:07:00+00:00,,,,1
1823,1473,Cancelled,2022-03-08 07:18:00+00:00,,,,1
1830,1477,Cancelled,2023-12-21 15:14:00+00:00,,,,1
1853,1506,Cancelled,2023-12-22 03:05:00+00:00,,,,1
1869,1518,Cancelled,2023-11-06 12:37:00+00:00,,,,2
1892,1543,Cancelled,2023-10-22 03:24:00+00:00,,,,1
1893,1543,Cancelled,2023-02-22 03:24:00+00:00,,,,1
1914,1558,Cancelled,2023-11-14 03:02:00+00:00,,,,1
1930,1572,Cancelled,2022-12-09 18:11:00+00:00,,,,1
1944,1583,Cancelled,2024-01-06 18:10:00+00:00,,,,1
1947,1588,Cancelled,2021-11-15 02:54:00+00:00,,,,1
1962,1601,Cancelled,2023-12-27 09:00:00+00:00,,,,1
1963,1601,Cancelled,2023-12-20 09:00:00+00:00,,,,1
1970,1605,Cancelled,2019-08-30 01:34:00+00:00,,,,1
1972,1606,Cancelled,2024-01-15 18:21:00+00:00,,,,2
1979,1612,Cancelled,2023-07-25 06:24:00+00:00,,,,1
1990,1622,Cancelled,2023-06-13 08:45:00+00:00,,,,1
1991,1623,Cancelled,2021-10-02 00:43:00+00:00,,,,1
2132,1739,Cancelled,2020-06-27 04:04:00+00:00,,,,1
2150,1752,Cancelled,2024-01-16 02:48:22.830276+00:00,,,,1
2188,1774,Cancelled,2021-06-17 14:39:00+00:00,,,,1
2195,1777,Cancelled,2023-06-26 11:44:00+00:00,,,,2
2212,1791,Cancelled,2020-09-28 10:59:00+00:00,,,,3
2253,1827,Cancelled,2023-09-12 00:40:00+00:00,,,,2
2272,1842,Cancelled,2023-12-02 05:19:00+00:00,,,,1
2274,1844,Cancelled,2020-04-26 00:55:00+00:00,,,,1
2277,1847,Cancelled,2020-06-24 01:26:00+00:00,,,,1
2281,1848,Cancelled,2023-10-16 10:30:00+00:00,,,,1
2287,1851,Cancelled,2023-11-10 11:00:00+00:00,,,,1
2289,1851,Cancelled,2023-10-09 11:00:00+00:00,,,,1
2316,1874,Cancelled,2022-10-06 17:59:00+00:00,,,,2
2324,1878,Cancelled,2023-09-16 15:46:00+00:00,,,,1
2355,1904,Cancelled,2023-02-08 09:27:00+00:00,,,,1
2362,1913,Cancelled,2021-10-04 14:46:00+00:00,,,,1
2376,1921,Cancelled,2024-01-14 04:26:00+00:00,,,,3
2386,1931,Cancelled,2023-06-02 17:20:00+00:00,,,,1
2412,1952,Cancelled,2022-12-05 16:20:00+00:00,,,,2
2430,1961,Cancelled,2022-03-01 00:54:00+00:00,,,,1
2447,1969,Cancelled,2023-07-20 06:12:00+00:00,,,,3
2448,1970,Cancelled,2023-08-09 12:34:00+00:00,,,,1
2451,1974,Cancelled,2023-08-03 10:47:00+00:00,,,,2
2454,1976,Cancelled,2023-08-01 14:17:00+00:00,,,,2
2457,1977,Cancelled,2023-08-13 00:45:00+00:00,,,,1
2477,1997,Cancelled,2024-01-14 07:45:00+00:00,,,,3
2489,2005,Cancelled,2023-09-10 12:22:00+00:00,,,,1
2500,2013,Cancelled,2023-07-07 13:01:00+00:00,,,,2
2501,2013,Cancelled,2022-03-22 13:01:00+00:00,,,,1
2506,2016,Cancelled,2023-02-04 17:29:00+00:00,,,,2
2552,2044,Cancelled,2023-02-26 05:04:00+00:00,,,,1
2556,2048,Cancelled,2023-06-20 18:49:00+00:00,,,,3
2560,2054,Cancelled,2021-04-19 17:32:00+00:00,,,,2
2566,2058,Cancelled,2023-12-01 17:55:00+00:00,,,,1
2567,2059,Cancelled,2023-10-06 10:19:00+00:00,,,,1
2584,2071,Cancelled,2023-11-17 12:11:00+00:00,,,,1
2602,2083,Cancelled,2023-01-02 18:14:00+00:00,,,,1
2603,2083,Cancelled,2023-09-01 18:14:00+00:00,,,,1
2607,2086,Cancelled,2024-01-16 15:53:33.955875+00:00,,,,1
2655,2130,Cancelled,2024-01-13 07:27:35.362024+00:00,,,,1
2686,2153,Cancelled,2021-03-13 03:26:00+00:00,,,,1
2722,2180,Cancelled,2023-07-04 14:31:00+00:00,,,,1
2735,2187,Cancelled,2021-03-12 06:23:00+00:00,,,,3
2743,2193,Cancelled,2023-12-03 18:04:00+00:00,,,,1
2762,2218,Cancelled,2023-08-08 07:31:00+00:00,,,,1
2794,2247,Cancelled,2023-04-21 03:32:00+00:00,,,,1
2831,2280,Cancelled,2023-03-26 14:30:00+00:00,,,,1
2834,2283,Cancelled,2023-12-21 03:15:00+00:00,,,,1
2839,2288,Cancelled,2023-12-08 07:13:00+00:00,,,,1
2852,2299,Cancelled,2022-11-24 17:59:00+00:00,,,,4
2862,2306,Cancelled,2022-08-05 10:24:00+00:00,,,,1
2864,2308,Cancelled,2022-10-20 02:56:00+00:00,,,,1
2883,2321,Cancelled,2024-01-15 08:18:00+00:00,,,,1
2902,2338,Cancelled,2022-02-06 18:10:00+00:00,,,,2
2907,2341,Cancelled,2023-12-09 03:17:00+00:00,,,,1
2969,2388,Cancelled,2022-01-27 14:33:00+00:00,,,,2
2994,2407,Cancelled,2022-10-08 06:37:00+00:00,,,,1
3000,2411,Cancelled,2020-11-01 02:19:00+00:00,,,,1
3010,2419,Cancelled,2023-07-06 03:20:00+00:00,,,,1
3015,2424,Cancelled,2023-01-12 05:10:00+00:00,,,,1
3020,2428,Cancelled,2021-04-13 04:41:00+00:00,,,,1
3052,2454,Cancelled,2023-05-12 09:13:00+00:00,,,,1
3066,2464,Cancelled,2021-09-17 05:26:00+00:00,,,,1
3081,2477,Cancelled,2022-02-14 06:04:00+00:00,,,,1
3088,2482,Cancelled,2023-10-10 04:25:00+00:00,,,,1
3095,2486,Cancelled,2023-11-28 13:06:00+00:00,,,,2
3137,2517,Cancelled,2022-11-16 06:28:00+00:00,,,,1
3141,2521,Cancelled,2023-12-25 10:37:00+00:00,,,,1
3169,2539,Cancelled,2023-07-19 10:50:00+00:00,,,,2
3174,2543,Cancelled,2022-07-29 00:14:00+00:00,,,,2
3180,2546,Cancelled,2022-10-13 15:04:00+00:00,,,,1
3192,2555,Cancelled,2022-05-22 15:05:00+00:00,,,,2
3205,2568,Cancelled,2023-10-21 10:57:00+00:00,,,,1
3237,2593,Cancelled,2024-01-07 11:14:00+00:00,,,,1
3240,2594,Cancelled,2021-12-28 05:37:00+00:00,,,,1
3241,2594,Cancelled,2022-02-21 05:37:00+00:00,,,,2
3251,2600,Cancelled,2023-08-18 07:19:00+00:00,,,,2
3255,2605,Cancelled,2020-05-27 07:27:00+00:00,,,,1
3284,2626,Cancelled,2020-08-08 09:55:00+00:00,,,,1
3290,2631,Cancelled,2023-10-28 15:17:00+00:00,,,,2
3294,2634,Cancelled,2023-03-24 06:51:00+00:00,,,,1
3320,2657,Cancelled,2022-11-11 03:03:00+00:00,,,,1
3321,2657,Cancelled,2023-04-22 03:03:00+00:00,,,,1
3329,2664,Cancelled,2023-12-01 09:34:00+00:00,,,,1
3379,2698,Cancelled,2023-11-28 13:17:00+00:00,,,,1
3414,2721,Cancelled,2023-05-06 09:01:00+00:00,,,,1
3443,2745,Cancelled,2023-08-07 07:51:00+00:00,,,,2
3507,2796,Cancelled,2023-07-14 06:14:00+00:00,,,,2
3547,2827,Cancelled,2023-12-09 10:25:00+00:00,,,,1
3554,2831,Cancelled,2021-08-04 07:16:00+00:00,,,,1
3583,2852,Cancelled,2022-05-09 06:45:00+00:00,,,,3
3598,2867,Cancelled,2020-09-17 17:59:00+00:00,,,,1
3599,2867,Cancelled,2021-11-20 17:59:00+00:00,,,,1
3626,2886,Cancelled,2021-05-04 06:12:00+00:00,,,,1
3632,2891,Cancelled,2023-05-23 12:42:00+00:00,,,,1
3656,2911,Cancelled,2023-12-20 09:27:00+00:00,,,,2
3682,2928,Cancelled,2023-08-17 02:58:00+00:00,,,,1
3683,2928,Cancelled,2023-07-08 02:58:00+00:00,,,,1
3689,2936,Cancelled,2019-11-04 07:32:00+00:00,,,,1
3690,2936,Cancelled,2021-03-19 07:32:00+00:00,,,,2
3695,2942,Cancelled,2023-05-21 02:55:00+00:00,,,,1
3696,2942,Cancelled,2021-06-16 02:55:00+00:00,,,,1
3700,2945,Cancelled,2022-06-18 05:33:00+00:00,,,,1
3719,2958,Cancelled,2021-10-23 03:16:00+00:00,,,,2
3722,2961,Cancelled,2023-02-05 00:39:00+00:00,,,,1
3758,2985,Cancelled,2023-09-20 02:59:00+00:00,,,,1
3819,3041,Cancelled,2024-01-12 10:52:05.680808+00:00,,,,1
3826,3046,Cancelled,2023-08-30 08:10:00+00:00,,,,1
3827,3047,Cancelled,2023-03-22 13:15:00+00:00,,,,1
3840,3055,Cancelled,2022-06-29 10:14:00+00:00,,,,4
3887,3084,Cancelled,2022-06-20 13:14:00+00:00,,,,1
3894,3087,Cancelled,2023-11-28 01:47:00+00:00,,,,2
3902,3094,Cancelled,2023-11-29 13:12:00+00:00,,,,1
3906,3096,Cancelled,2021-12-15 17:39:00+00:00,,,,1
3934,3122,Cancelled,2023-04-03 14:09:00+00:00,,,,1
3937,3123,Cancelled,2023-06-23 07:57:00+00:00,,,,1
3949,3131,Cancelled,2019-05-24 01:25:00+00:00,,,,2
3951,3132,Cancelled,2023-10-18 14:17:00+00:00,,,,1
3955,3134,Cancelled,2024-01-08 18:33:00+00:00,,,,1
3958,3139,Cancelled,2023-08-13 17:36:00+00:00,,,,1
3975,3155,Cancelled,2024-01-15 13:33:00+00:00,,,,1
3983,3163,Cancelled,2023-08-28 06:11:00+00:00,,,,4
3986,3167,Cancelled,2022-11-09 08:29:00+00:00,,,,3
3990,3170,Cancelled,2023-11-19 14:03:00+00:00,,,,2
3999,3177,Cancelled,2022-02-27 14:49:00+00:00,,,,1
4005,3181,Cancelled,2023-06-11 02:28:00+00:00,,,,3
4022,3192,Cancelled,2023-10-23 12:56:00+00:00,,,,1
4050,3216,Cancelled,2023-10-26 11:46:00+00:00,,,,1
4057,3220,Cancelled,2020-04-17 04:37:00+00:00,,,,1
4065,3225,Cancelled,2022-09-22 01:15:00+00:00,,,,4
4068,3228,Cancelled,2020-12-27 07:53:00+00:00,,,,1
4074,3234,Cancelled,2023-08-05 03:56:00+00:00,,,,2
4075,3234,Cancelled,2023-10-05 03:56:00+00:00,,,,2
4084,3243,Cancelled,2023-06-03 05:04:00+00:00,,,,1
4132,3281,Cancelled,2020-11-12 04:18:00+00:00,,,,2
4138,3286,Cancelled,2023-02-07 10:39:00+00:00,,,,1
4140,3286,Cancelled,2022-11-20 10:39:00+00:00,,,,2
4141,3286,Cancelled,2022-12-22 10:39:00+00:00,,,,1
4145,3288,Cancelled,2023-09-28 18:57:00+00:00,,,,1
4150,3290,Cancelled,2023-11-02 14:39:00+00:00,,,,1
4151,3290,Cancelled,2023-10-17 14:39:00+00:00,,,,2
4164,3304,Cancelled,2023-12-05 14:08:00+00:00,,,,1
4171,3311,Cancelled,2023-11-07 02:01:00+00:00,,,,1
4172,3311,Cancelled,2023-12-29 02:01:00+00:00,,,,4
4176,3313,Cancelled,2022-04-10 03:51:00+00:00,,,,1
4192,3322,Cancelled,2023-02-09 09:48:00+00:00,,,,1
4199,3328,Cancelled,2022-08-28 17:09:00+00:00,,,,1
4205,3331,Cancelled,2021-10-12 07:59:00+00:00,,,,2
4214,3336,Cancelled,2023-08-26 18:34:00+00:00,,,,1
4235,3353,Cancelled,2022-06-06 05:51:00+00:00,,,,3
4259,3372,Cancelled,2022-04-27 18:46:00+00:00,,,,1
4278,3391,Cancelled,2023-01-10 16:20:00+00:00,,,,1
4295,3399,Cancelled,2022-11-24 10:55:00+00:00,,,,2
4304,3404,Cancelled,2020-08-20 18:55:00+00:00,,,,2
4313,3406,Cancelled,2023-10-17 09:17:00+00:00,,,,1
4318,3411,Cancelled,2024-01-13 18:53:17.510579+00:00,,,,1
4320,3413,Cancelled,2022-10-11 10:38:00+00:00,,,,1
4334,3421,Cancelled,2023-05-28 04:00:00+00:00,,,,1
4343,3429,Cancelled,2022-10-06 00:47:00+00:00,,,,1
4345,3432,Cancelled,2024-01-14 00:48:00+00:00,,,,1
4347,3432,Cancelled,2024-01-09 00:48:00+00:00,,,,1
4353,3437,Cancelled,2022-09-09 09:50:00+00:00,,,,2
4407,3481,Cancelled,2023-02-13 15:01:00+00:00,,,,4
4436,3501,Cancelled,2022-06-21 09:31:00+00:00,,,,2
4473,3524,Cancelled,2020-06-17 13:16:00+00:00,,,,1
4477,3528,Cancelled,2022-03-20 06:33:00+00:00,,,,1
4478,3529,Cancelled,2022-08-13 16:32:00+00:00,,,,1
4490,3539,Cancelled,2023-11-07 07:46:00+00:00,,,,1
4499,3546,Cancelled,2023-09-23 15:16:00+00:00,,,,1
4503,3549,Cancelled,2020-10-09 08:47:00+00:00,,,,1
4507,3553,Cancelled,2023-06-09 16:44:00+00:00,,,,1
4511,3559,Cancelled,2023-12-20 08:43:00+00:00,,,,1
4516,3563,Cancelled,2024-01-08 17:26:00+00:00,,,,1
4524,3570,Cancelled,2023-11-04 16:21:00+00:00,,,,1
4525,3571,Cancelled,2023-11-27 14:55:00+00:00,,,,1
4527,3573,Cancelled,2024-01-08 13:15:00+00:00,,,,1
4531,3574,Cancelled,2022-10-24 14:27:00+00:00,,,,3
4566,3606,Cancelled,2024-01-07 09:07:00+00:00,,,,1
4589,3626,Cancelled,2021-12-24 14:08:00+00:00,,,,1
4601,3634,Cancelled,2023-05-11 01:41:00+00:00,,,,1
4614,3644,Cancelled,2021-07-28 07:11:00+00:00,,,,1
4618,3647,Cancelled,2021-07-22 18:19:00+00:00,,,,1
4632,3656,Cancelled,2019-07-04 10:24:00+00:00,,,,1
4633,3657,Cancelled,2023-12-17 15:40:00+00:00,,,,1
4639,3661,Cancelled,2024-01-15 01:44:25.622145+00:00,,,,1
4644,3665,Cancelled,2023-08-07 13:33:00+00:00,,,,1
4658,3680,Cancelled,2021-12-17 18:32:00+00:00,,,,1
4662,3683,Cancelled,2022-03-14 13:54:00+00:00,,,,1
4700,3716,Cancelled,2023-07-31 06:47:00+00:00,,,,1
4702,3719,Cancelled,2022-01-08 16:34:00+00:00,,,,1
4711,3726,Cancelled,2023-09-17 00:12:00+00:00,,,,1
4715,3729,Cancelled,2020-10-26 13:00:00+00:00,,,,2
4736,3740,Cancelled,2023-12-22 14:48:00+00:00,,,,2
4738,3741,Cancelled,2022-11-05 01:03:00+00:00,,,,1
4779,3784,Cancelled,2023-09-03 02:43:00+00:00,,,,1
4818,3811,Cancelled,2021-10-09 12:59:00+00:00,,,,1
4827,3821,Cancelled,2022-05-29 12:43:00+00:00,,,,1
4828,3821,Cancelled,2022-03-08 12:43:00+00:00,,,,1
4829,3822,Cancelled,2021-10-05 12:25:00+00:00,,,,1
4830,3822,Cancelled,2020-12-29 12:25:00+00:00,,,,1
4831,3823,Cancelled,2023-01-17 01:16:00+00:00,,,,1
4864,3852,Cancelled,2023-10-12 17:41:00+00:00,,,,1
4888,3874,Cancelled,2023-04-01 09:23:00+00:00,,,,1
4897,3885,Cancelled,2023-07-23 08:21:00+00:00,,,,2
4907,3896,Cancelled,2023-07-25 07:57:00+00:00,,,,1
4910,3898,Cancelled,2022-07-11 10:40:00+00:00,,,,1
4914,3900,Cancelled,2023-02-17 03:15:00+00:00,,,,4
4916,3902,Cancelled,2022-12-22 01:07:00+00:00,,,,2
4921,3907,Cancelled,2020-03-22 13:44:00+00:00,,,,2
4929,3912,Cancelled,2023-11-09 11:28:00+00:00,,,,1
5008,3965,Cancelled,2020-11-10 13:31:00+00:00,,,,1
5009,3965,Cancelled,2023-11-25 13:31:00+00:00,,,,1
5024,3975,Cancelled,2023-03-16 05:49:00+00:00,,,,1
5046,3997,Cancelled,2024-01-07 02:56:00+00:00,,,,1
5078,4026,Cancelled,2023-06-29 06:30:00+00:00,,,,1
5079,4027,Cancelled,2024-01-15 11:05:37.238877+00:00,,,,1
5098,4040,Cancelled,2022-11-19 10:43:00+00:00,,,,1
5117,4055,Cancelled,2023-11-15 13:16:00+00:00,,,,1
5126,4066,Cancelled,2023-12-28 16:28:00+00:00,,,,1
5130,4074,Cancelled,2023-09-16 03:45:00+00:00,,,,1
5170,4099,Cancelled,2023-05-16 05:05:00+00:00,,,,1
5175,4101,Cancelled,2023-06-20 13:11:00+00:00,,,,1
5188,4109,Cancelled,2023-11-19 07:14:00+00:00,,,,1
5216,4130,Cancelled,2023-06-14 01:11:00+00:00,,,,1
5229,4141,Cancelled,2022-03-20 16:10:00+00:00,,,,1
5234,4143,Cancelled,2023-03-29 09:44:00+00:00,,,,1
5235,4143,Cancelled,2020-08-27 09:44:00+00:00,,,,2
5242,4148,Cancelled,2020-06-16 18:55:00+00:00,,,,1
5254,4158,Cancelled,2019-05-23 13:50:00+00:00,,,,1
5268,4166,Cancelled,2023-07-02 08:52:00+00:00,,,,1
5282,4179,Cancelled,2023-07-03 06:32:00+00:00,,,,1
5289,4186,Cancelled,2022-04-21 08:19:00+00:00,,,,1
5298,4193,Cancelled,2019-12-06 17:52:00+00:00,,,,1
5308,4198,Cancelled,2023-11-27 11:19:00+00:00,,,,4
5339,4228,Cancelled,2023-12-23 06:12:00+00:00,,,,1
5378,4255,Cancelled,2023-10-03 11:32:00+00:00,,,,1
5381,4256,Cancelled,2022-10-27 03:33:00+00:00,,,,2
5399,4274,Cancelled,2023-10-05 08:56:00+00:00,,,,1
5404,4277,Cancelled,2023-12-17 11:59:00+00:00,,,,4
5405,4278,Cancelled,2023-10-29 18:26:00+00:00,,,,1
5411,4281,Cancelled,2023-04-09 10:00:00+00:00,,,,4
5443,4303,Cancelled,2021-06-10 07:12:00+00:00,,,,1
5445,4305,Cancelled,2022-01-14 05:30:00+00:00,,,,1
5469,4320,Cancelled,2019-11-06 10:45:00+00:00,,,,1
5481,4332,Cancelled,2024-01-03 16:51:00+00:00,,,,1
5487,4335,Cancelled,2022-11-12 09:32:00+00:00,,,,1
5497,4346,Cancelled,2023-08-23 02:41:00+00:00,,,,4
5504,4349,Cancelled,2023-01-21 10:19:00+00:00,,,,1
5507,4352,Cancelled,2022-08-29 12:44:00+00:00,,,,1
5517,4358,Cancelled,2022-04-01 13:31:00+00:00,,,,1
5525,4366,Cancelled,2023-08-22 09:04:00+00:00,,,,3
5531,4370,Cancelled,2020-01-25 13:44:00+00:00,,,,1
5545,4381,Cancelled,2023-12-22 05:45:00+00:00,,,,2
5578,4408,Cancelled,2023-10-13 11:49:00+00:00,,,,2
5614,4437,Cancelled,2022-05-25 02:23:00+00:00,,,,3
5643,4458,Cancelled,2019-09-22 05:15:00+00:00,,,,1
5645,4458,Cancelled,2020-12-17 05:15:00+00:00,,,,1
