id,order_id,user_id,product_id,inventory_item_id,returned_at
69221,47588,38068,28715,186753,
46703,32150,25741,28715,125983,
46999,32352,25901,28679,126803,
60773,41870,33473,28668,163992,
68635,47209,37768,15784,185187,
16536,11430,9162,15784,44652,
32989,22746,18162,13696,88943,
63155,43483,34804,28668,170386,
63156,43484,34804,28679,170390,
91391,62881,50264,14248,246657,
98315,67669,54056,28668,265246,
113728,78358,62517,28668,306888,
122654,84468,67374,13696,331045,
5511,3817,3039,13696,14956,
29630,20474,16324,15917,79863,
59074,40685,32570,15784,159463,
77448,53273,42685,15917,208979,
108580,74819,59716,15917,292945,
129641,89276,71154,28679,349971,
155708,107213,85656,15784,420328,
156886,108008,86299,14248,423519,
176738,121714,97160,15784,477159,
47220,32496,26017,28668,127381,2020-10-20 18:18:00+00:00
63430,43678,34965,15917,171126,2023-10-19 17:30:00+00:00
16460,11377,9121,15419,44446,
38078,26218,20954,14248,102728,
41723,28715,22952,14248,112561,
45145,31067,24867,13696,121784,
48316,33236,26627,15917,130351,
71010,48834,39091,15784,191616,
74401,51206,41008,15419,200745,
96884,66666,53259,15917,261429,
130104,89587,71408,28679,351217,
145625,100268,80045,15917,393173,
140750,96882,77311,24843,379953,
44449,30588,24454,24843,119912,
79138,54464,43634,12689,213557,
164359,113216,90415,12689,443702,
22929,15873,12696,12689,61880,
88697,61026,48793,12689,239403,
135897,93540,74611,12689,366851,
149317,102823,82104,12689,403122,2022-08-03 14:12:00+00:00
125870,86700,69115,12689,339772,
70666,48586,38898,14118,190689,
23230,16066,12828,14118,62688,
58678,40404,32353,14118,158382,
67221,46254,37009,14118,181415,
144312,99368,79320,14118,389614,
138536,95368,76109,14118,373911,
53579,36832,29506,12602,144560,
126171,86902,69267,12602,340599,
37064,25521,20362,12602,100006,
166693,114820,91716,12602,449992,
95175,65465,52292,12602,256910,
12726,8828,7052,12602,34332,2021-11-30 09:48:00+00:00
146475,100867,80522,12602,395467,
153019,105372,84145,12602,413082,
47286,32548,26067,11027,127556,
54895,37757,30239,11027,148111,
131250,90363,72042,28395,354326,
96498,66397,53040,11027,260392,
118014,81280,64835,11027,318478,
145265,100025,79852,28395,392178,
784,527,433,11027,2156,
35261,24279,19382,28395,95133,
76882,52902,42386,28395,207471,
117852,81164,64734,11027,318034,
129989,89509,71343,28395,350913,
131056,90239,71952,28395,353785,
57363,39495,31611,28395,154797,2023-11-30 17:51:00+00:00
67859,46687,37370,11027,183111,2023-09-08 08:46:00+00:00
106507,73371,58589,28395,287375,2023-11-30 00:42:00+00:00
52359,35984,28829,28395,141261,
71850,49422,39552,11027,193844,
110070,75838,60498,11027,297008,
128702,88620,70640,12684,347442,
62361,42929,34338,12684,168265,
538,365,308,12612,1501,
71866,49436,39566,12612,193887,
56396,38820,31092,12612,152181,
13781,9551,7616,12612,37204,
70697,48609,38917,12612,190778,
86355,59392,47453,12612,233033,
27236,18828,14989,12612,73434,
87223,60004,47946,12612,235414,
96344,66288,52959,12612,259981,
2428,1653,1327,29033,6561,
75788,52157,41791,9035,204502,
93988,64651,51655,28873,253684,
99605,68557,54771,28873,268762,
102477,70557,56358,13891,276455,
132015,90872,72471,29033,356402,
167051,115059,91895,29033,450989,
23872,16518,13175,29033,64427,
54207,37277,29860,29033,146273,
84161,57894,46298,9035,227136,
112978,77852,62124,28873,304829,
115497,79571,63481,9035,311696,
42764,29424,23522,29033,115369,
43109,29669,23709,13891,116269,
50903,35017,28047,28873,137356,
53471,36758,29446,9035,144265,
66629,45850,36710,29033,179787,
68559,47160,37729,25046,184987,
90794,62467,49937,29033,245031,
176849,121793,97220,28873,477463,
61763,42551,34027,29033,166669,2024-01-05 02:56:00+00:00
36536,25156,20051,13891,98579,
46444,31964,25584,25046,125271,
48917,33644,26952,29033,131974,
68655,47222,37776,29033,185242,
117704,81062,64641,9035,317652,
121942,83988,66989,9035,329146,
163043,112292,89698,9035,440144,
173072,119162,95152,29033,467284,
95121,65429,52266,28577,256779,
131185,90325,72018,28577,354146,
134148,92332,73639,28577,362166,
17082,11820,9476,28577,46131,
49552,34097,27336,28577,133658,
157508,108444,86642,28577,425207,
19547,13528,10872,13979,52770,
22748,15741,12584,28491,61395,
36073,24829,19794,15805,97329,
61966,42681,34139,15788,167211,
69791,47990,38387,10938,188330,
94569,65043,51976,13913,255258,
117105,80661,64319,13979,316027,
119113,82051,65454,15884,321463,
126503,87131,69446,15805,341492,
128218,88296,70393,9164,346103,
132928,91481,72955,29112,358884,
134367,92481,73759,29065,362762,
159100,109558,87533,15884,429498,
162460,111898,89368,13923,438576,
179421,123576,98679,15805,484401,
2256,1533,1222,28491,6103,
3918,2711,2171,15829,10578,
5922,4103,3258,29065,16057,
5946,4120,3273,15805,16121,
11744,8114,6464,13913,31662,
14810,10256,8163,10938,39997,
19080,13200,10594,14274,51518,
25863,17891,14248,29112,69770,
32926,22707,18120,13923,88767,
34283,23617,18868,29112,92504,
43291,29794,23810,15788,116763,
44066,30327,24228,13979,118860,
48694,33492,26838,15805,131382,
61297,42242,33765,28491,165418,
62380,42941,34345,15829,168313,
63275,43566,34869,29065,170706,
79962,55028,44076,10938,215789,
81428,56026,44878,29112,219745,
81629,56153,44976,15829,220305,
93505,64332,51387,29112,252387,
94067,64707,51700,12677,253896,
95949,66002,52713,14274,258969,
97640,67203,53695,29065,263446,
98894,68070,54391,12677,266826,
112651,77638,61952,29065,303936,
123578,85095,67858,14274,333568,
126297,86987,69327,15884,340938,
127980,88132,70262,14167,345457,
129365,89086,71002,15884,349238,
139623,96113,76704,28491,376874,
151153,104079,83123,13913,408084,
3889,2689,2156,9410,10496,
23577,16311,13014,13913,63615,
28690,19832,15806,13979,77373,
30502,21074,16793,28758,82189,
68321,47006,37614,14274,184362,
72631,49953,40001,13979,195984,
77743,53479,42851,14167,209759,
81597,56137,44962,15805,220220,
82490,56740,45455,29065,222606,
110727,76302,60879,14167,298772,
111183,76613,61128,10938,300020,
117811,81134,64708,13923,317927,
120203,82786,66060,29065,324415,
125405,86388,68878,15829,338515,
126328,87009,69339,9164,341019,
141728,97555,77855,13923,382616,
147048,101274,80834,13923,396984,
154518,106389,84976,29065,417120,
155702,107210,85653,28758,420309,
171357,117984,94250,13979,462629,
177369,122178,97528,15805,478897,
65967,45389,36322,9164,178009,2023-06-12 17:51:00+00:00
91173,62741,50148,10938,246058,2022-06-12 03:02:00+00:00
144411,99430,79379,13913,389888,2023-10-21 15:49:00+00:00
172876,119030,95056,9164,466733,2023-12-06 13:56:00+00:00
2399,1631,1309,13979,6483,
3453,2382,1926,28491,9330,
6451,4469,3522,29112,17455,
14179,9833,7824,15788,38280,
15259,10562,8440,10938,41219,
23473,16237,12957,15884,63334,
27878,19271,15342,28491,75176,
29694,20514,16363,29112,80033,
34134,23517,18788,14274,92109,
35535,24462,19523,14274,95864,
43802,30146,24087,29065,118145,
50009,34394,27561,29065,134903,
58384,40207,32199,13923,157584,
69258,47617,38094,10938,186849,
80293,55244,44250,28491,216687,
81511,56085,44920,29112,219973,
89937,61879,49459,15829,242717,
90532,62283,49783,13913,244336,
94593,65059,51989,14167,255323,
121464,83645,66723,28758,327836,
128456,88457,70511,29065,346752,
144373,99408,79362,29065,389784,
144624,99579,79502,13979,390463,
167333,115258,92069,28491,451752,
170550,117453,93832,14274,460445,
172278,118615,94748,9410,465109,
174114,119896,95718,9410,470069,
178750,123122,98313,29065,482614,
33112,22828,18229,12667,89296,
11501,7936,6314,12667,31022,
50755,34912,27953,12667,136947,
13620,9446,7545,12667,36762,
96920,66692,53280,12667,261527,
137056,94361,75288,12667,369973,
138227,95152,75918,12667,373090,
117933,81223,64781,15253,318254,
36899,25401,20258,13614,99563,2024-01-18 08:08:45.371440+00:00
54215,37282,29863,15253,146292,2023-01-24 12:15:00+00:00
15851,10964,8778,15253,42794,
119882,82570,65882,15253,323541,
174889,120435,96122,15253,472153,
167321,115246,92060,28530,451721,
9736,6722,5365,28530,26261,
17326,11988,9616,28530,46779,
103740,71428,57068,28530,279898,2021-12-19 04:44:00+00:00
139666,96150,76732,28530,376989,
6824,4725,3736,28344,18461,
46888,32269,25832,28344,126503,
156220,107555,85938,28344,421715,
13881,9624,7676,12628,37480,
64072,44114,35303,12628,172878,
168144,115804,92489,12628,453957,
131767,90705,72339,12603,355726,
113740,78366,62520,12603,306921,
13436,9314,7435,12603,36256,
115264,79410,63339,12603,311078,
150907,103909,82978,12603,407408,
25931,17936,14288,12603,69957,
42328,29129,23273,12603,114204,
27157,18776,14948,28970,73237,
71981,49513,39637,28970,194213,
134549,92600,73872,28970,363252,
179854,123888,98935,28970,485594,
24495,16950,13513,28970,66098,
27523,19022,15154,28970,74209,
138752,95516,76219,28970,374493,
20806,14413,11541,28970,56133,
84603,58216,46540,28970,228315,2023-09-21 03:01:00+00:00
94606,65064,51992,28970,255353,2021-03-17 17:38:00+00:00
2822,1934,1576,28970,7606,
38248,26344,21041,28970,103181,
53696,36911,29574,28970,144887,
86047,59182,47285,28970,232206,
176141,121305,96834,28970,475541,
27654,19117,15225,15824,74562,
75199,51767,41481,13940,202903,
108291,74622,59567,15824,292175,
150514,103650,82774,15824,406349,
35962,24758,19744,15824,97034,
114260,78719,62794,15824,308341,
163571,112659,90001,13940,441572,
12526,8686,6934,15824,33794,
33027,22774,18186,15824,89056,
51739,35552,28477,15824,139610,
67543,46468,37186,15824,182275,
94248,64825,51803,15824,254390,
64444,44364,35515,13940,173865,
86260,59327,47402,15824,232783,
181064,124740,99616,13940,488866,
158938,109450,87443,13921,429063,
25038,17324,13803,15757,67585,
90077,61976,49531,13921,243102,
158073,108837,86958,15757,426762,
161370,111145,88775,15757,435613,
149187,102734,82033,15757,402777,
41853,28807,23018,13921,112911,
49988,34379,27550,15757,134849,
75158,51736,41454,15757,202795,
63550,43754,35031,28705,171450,
109150,75212,60016,28705,294504,
20172,13970,11201,28705,54426,
28054,19387,15438,28705,75651,
15180,10504,8394,28705,41008,
30007,20748,16537,28705,80855,
82473,56726,45440,12625,222556,
116109,79997,63815,12625,313351,
164152,113070,90309,12625,443149,
8460,5856,4623,12625,22842,2021-10-09 02:15:00+00:00
15852,10965,8780,12625,42796,
32309,22290,17780,12625,87117,
43908,30217,24140,12625,118433,
61741,42531,34015,12625,166604,
54126,37213,29808,28657,146045,
127034,87481,69726,28657,342923,
129102,88899,70850,15843,348519,
179267,123467,98584,15843,483985,
66839,45990,36820,13944,180375,
90254,62103,49636,15843,243582,
157657,108549,86727,28657,425615,
125012,86098,68666,13944,337445,2023-06-01 15:36:00+00:00
20659,14313,11465,28657,55728,
33128,22843,18241,15843,89340,
68937,47395,37917,28657,186000,
154770,106570,85134,28544,417777,
174461,120134,95899,28544,471006,
5873,4069,3229,28544,15921,
48764,33540,26875,28544,131561,
121017,83327,66466,28544,326633,
13396,9286,7419,28544,36150,2023-07-06 16:28:00+00:00
20326,14077,11275,28544,54827,
49306,33917,27180,28370,133000,
166319,114562,91518,24922,448985,
3112,2144,1746,25265,8386,
5521,3823,3043,28370,14981,
156269,107589,85964,24922,421843,
38408,26455,21126,25265,103620,
43520,29957,23935,25265,117386,
43528,29961,23937,28370,117411,
68606,47189,37752,24922,185112,
78607,54081,43327,25265,212115,
87068,59903,47863,24922,234988,
169388,116669,93191,28370,457341,
174783,120355,96058,24922,471857,
178592,123022,98217,24922,482186,
181098,124763,99632,24922,488952,
30545,21100,16812,25265,82312,2019-01-21 03:46:00+00:00
5857,4058,3221,24922,15885,
29734,20543,16384,24922,80143,
38247,26343,21041,28370,103179,
41102,28282,22615,28370,110882,
41259,28380,22685,25265,111326,
43894,30208,24134,25265,118394,
59908,41263,33012,24922,161697,
74752,51461,41226,25265,201699,
66373,45677,36563,13706,179095,
177816,122480,97764,15432,480097,
30142,20842,16610,13706,81212,
59696,41128,32916,13706,161116,2022-06-01 21:05:00+00:00
75478,51947,41627,13706,203671,2023-04-13 19:48:00+00:00
133594,91951,73326,15432,360654,2023-11-26 06:55:00+00:00
9432,6510,5179,13706,25458,
116799,80455,64164,13706,315195,
167767,115554,92308,15432,452943,
172709,118908,94968,28892,466299,
18967,13121,10534,28892,51205,
94965,65319,52164,28892,256334,
154095,106094,84730,28892,415975,
44919,30904,24722,28892,121170,
118187,81400,64928,28892,318943,2021-12-20 01:45:00+00:00
27548,19039,15170,14064,74275,
111845,77076,61492,14064,301780,
94041,64687,51686,14064,253829,2023-02-07 13:57:00+00:00
147635,101649,81139,14064,398574,
37917,26113,20848,13862,102295,
112597,77598,61924,13862,303783,
16841,11657,9351,13862,45496,
41913,28848,23046,13862,113076,
79940,55015,44067,15692,215731,
132833,91419,72913,15692,358617,
123880,85296,68028,13862,334397,
138933,95640,76319,13862,374986,
88801,61091,48847,15692,239676,2023-07-01 08:22:00+00:00
5163,3569,2843,13862,13967,
72451,49828,39896,13862,195496,
75215,51780,41491,15692,202945,
128784,88678,70690,15692,347665,
52614,36161,28987,28826,141953,
120033,82669,65964,28826,323959,
123102,84776,67607,28826,332284,
28753,19879,15846,28826,77539,
144212,99301,79260,28826,389322,
79045,54397,43590,28826,213304,2022-10-14 04:27:00+00:00
84700,58289,46596,28826,228589,2023-08-24 22:24:00+00:00
152757,105197,84008,28826,412387,2023-06-04 06:57:00+00:00
101889,70151,56050,28826,274853,
107963,74386,59395,28826,291278,
148839,102506,81854,28826,401840,
26697,18471,14703,28384,72007,
38473,26500,21158,28384,103791,
104421,71931,57453,28384,281753,
126242,86946,69302,28384,340799,
167573,115431,92208,28384,452424,
94101,64731,51718,28384,253992,
9852,6802,5421,28384,26571,
124112,85447,68139,28384,335022,
115559,79614,63527,9202,311871,
164930,113613,90724,9031,445230,
55255,38005,30438,9202,149099,
29568,20438,16295,9202,79702,
105477,72654,58013,9202,284608,
161860,111488,89047,9202,436966,
171632,118172,94395,9031,463392,
65506,45068,36075,28454,176769,
171105,117824,94127,28454,461958,
308,206,167,28454,855,
2751,1879,1529,28454,7411,
43869,30192,24123,28411,118325,
49486,34044,27301,28454,133480,
63043,43403,34731,28411,170088,
125944,86747,69147,28454,339972,
12962,8991,7179,28411,34973,
37014,25488,20334,28411,99868,
38199,26309,21016,28454,103054,
85806,59030,47171,28411,231551,
152614,105091,83932,28411,411992,
155105,106808,85336,28411,418701,
126058,86819,69205,28411,340287,2024-01-20 18:29:00+00:00
12615,8752,6985,28411,34031,
34993,24097,19241,28411,94409,
68539,47149,37724,28411,184936,
92356,63542,50788,28454,249273,
145719,100329,80090,28411,393424,
149895,103231,82440,28411,404668,
150665,103752,82851,28411,406760,
50235,34555,27672,25165,135515,
115397,79496,63415,25165,311432,
22245,15392,12312,24824,60050,
72860,50126,40151,25165,196610,
168000,115711,92424,25165,453567,
120879,83235,66404,25165,326268,
176016,121225,96754,25165,475195,
179033,123317,98460,25165,483362,
8086,5609,4432,24824,21843,
19155,13253,10635,24824,51720,
80353,55283,44279,25165,216855,
153577,105759,84461,25165,414580,
791,533,439,15575,2175,
11187,7725,6141,14258,30136,
14652,10152,8075,14008,39566,
15371,10645,8512,14258,41509,
23001,15925,12731,10690,62071,
25069,17347,13813,15575,67672,
67460,46405,37140,15575,182043,
94237,64816,51794,15569,254359,
96033,66061,52768,13791,259192,
96111,66119,52813,14008,259393,
158422,109088,87175,14258,427694,
173366,119361,95290,15569,468073,
175171,120631,96285,15569,472908,
16743,11580,9290,28457,45223,
32936,22713,18122,13780,88792,
36170,24900,19846,15575,97602,
48638,33455,26803,13791,131227,
51414,35351,28315,14008,138736,
52001,35744,28635,10690,140310,
54615,37562,30090,13780,147361,
55528,38192,30582,15569,149836,
69305,47648,38114,10690,186978,
81154,55837,44732,28711,219009,
85397,58752,46946,15575,230437,
91684,63082,50428,14258,247458,
97652,67213,53702,15575,263481,
110150,75898,60540,28457,297220,
112882,77782,62067,10690,304565,
119933,82607,65912,13791,323682,
122355,84269,67207,15569,330262,
124660,85840,68447,15575,336515,
135254,93081,74253,15575,365137,
140967,97033,77436,15575,380540,
147054,101277,80836,14008,397000,
151189,104100,83139,14258,408181,
160425,110511,88289,10690,433046,
168485,116042,92686,13780,454897,
50125,34477,27617,10690,135209,
71395,49093,39300,28711,192632,
74440,51233,41034,13791,200851,
78020,53660,42988,28457,210521,
81139,55831,44729,14008,218968,
115407,79501,63420,28457,311460,
120045,82677,65970,14258,323991,
151207,104115,83148,15569,408232,
164179,113091,90327,28457,443226,
174238,119984,95783,14258,470405,
48082,33078,26496,15575,129717,2023-12-01 06:53:00+00:00
54498,37475,30017,10690,147046,2023-10-01 00:54:00+00:00
65718,45213,36192,15569,177347,2020-09-04 05:54:00+00:00
73807,50794,40694,10690,199143,2024-01-10 13:11:00+00:00
76255,52485,42055,14008,205764,2024-01-15 09:34:41.299621+00:00
